week,sentence,sentiment
1704,차량은 외부 울타리 내로 출입이 원칙적으로 불가,neutral
1705,실효성 의문,negative
1705,CCTV 대체 검토,neutral
1705,재입식을 추진중인 ASF 살처분 농장을 비롯한 양돈업계에서는 실,neutral
1706,  강원도 화천 사육돼,neutral
1707,기존보다 더욱 신선하게 배송,positive
1707,(경기도 광주 소재) ㈜선진(총괄사장 이범권)이 국내 돼지고기 브랜드 최초로 ‘스마트 HACCP,positive
1707,공장은 스마트 HACCP 인증을 완료했으며,neutral
1708,우수기부 기업으로 선정됐다,positive
1708,우수기부 기업으로 선정됐다,positive
1708,우수기부자 표창 수여식’에 참석했다,neutral
1708,기부한 기업과 단체에 감사를 표하기 위해,positive
1709,상’을 수상했다,positive
1709,㈜버박코리아 신창섭 대표가 서울대 수의과대학 동창회로부터 제19회 ‘자랑스러,positive
1710,축산농가들을 대상으로 제공했다,neutral
1710,생활 방역을 위한 위생용품으로 구성,neutral
1711,마이코플라즈마 폐렴 치료에 우수,positive
1711,주사로 14일간 약효가 지속되며 호흡기질병 치료에 뛰어난 ,positive
1711,제네릭 제품이 무더기로 출시됐다,neutral
1711,전부터 치밀하게 준비했다,neutral
1711,타사와 충분한 경쟁을 예상했고,neutral
1711,신뢰가 필요하다,negative
1711,한국썸벧,neutral
1712,축산업 상생협력 방안을 전달했다,neutral
1712,돼지 수급불균형이 심화되고 ,negative
1712,가격안정 대책이 필요하다,neutral
1712,의견을 공유하는 뜻깊은 시간을 가졌다,positive
1712,이날 간담회에서 하 회장은 농협 측에 202,neutral
1713,식품브랜드 인스타그램 분야에서 최우수상을 수상했다,positive
1713,식품브랜드 인스타그램 분야 최우수상을 수상했다,positive
1713,2016년 인스타그램 채널 개설 이후 최초의 수상이다,neutral
1713,소셜아이어워드 최우수상을 받게 돼서 기쁘다,positive
1714,한돈 홍보대사 백종원 대표에게 한돈 선물세트를 전달하고 ,neutral
1714,위원장 하태식)는 신뢰도 높은 요식기업인이자 큰 인기를 누리고 ,positive
1715,추가 확진돼 방역당국이 초동방역을 강화하는등 차단방역에 집중하고 ,neutral
1715,추가 확진돼 매몰 작업이 진행됐다,negative
1715,농장에서 ASF 양성이 확인됐다고 ,neutral
1716,방역 효율성을 높이기 위해 행정구역이 아닌 방역권역을 기준으로 방역 대책이 이뤄진다,neutral
1716,대비해 ICT 기반 역학 데이터를,neutral
1717,방역당국과 양돈업계에 긴장감이 높아지고 ,negative
1717,도축장에서 확인된 사례도 이번이 처음이다,neutral
1717,중앙사고수습본부는 도축장에 출하된 강원도 화천군 양돈장의 돼지를 예찰하던 중 3마리가 폐사해 이를 검사한 결과 9일 양성판정을 내렸다,neutral
1717,양돈장의 시료에서도 ASF 양성 판정이 나왔다고 11일 밝혔다,neutral
1717,이내에 있어 예방적 살처분 대상 농장 중 한 곳이,neutral
1718,자조금이 대형마트 홍보에서 벗어나 동네 정육점과 연계한 소비 촉진 마케팅을 전개한다,neutral
1718,리플렛을 배포하며 한돈 다릿살 소비촉진에 나섰다,neutral
1718,한돈자조금은 매년,neutral
1719,가축방역 우수사례 특별 평가’에서 최우수상을 받았다고 ,positive
1720,야생멧돼지 완전 소탕을 강력 촉구했다,negative
1720,성토했다,negative
1720,촉구했다,negative
1720,강력 요구했다,negative
1720,성명서 ,neutral
1721,제주산 돼지고기가 품질과 가축 질병 안전성을 인정받아 홍콩으로 대규모 수출되고 ,positive
1721,풀웰스 트레이딩과 수출계약을 맺고 ,neutral
1722,▲ 절찬리에 판매되고 ,neutral
1722,가축용 초음파 진단기 전문 수출업체인 ㈜송,neutral
1723,가금류 사체처리기와 돼지 사체처리기 업체로 정평이 나있다,positive
1723,최다,positive
1724,충남 배합사료 공동사업’을 펼친다,positive
1724,점유하고 ,neutral
1724,홍성축협과 충남 배합사료,neutral
1725,음식물 쓰레기 50톤 등 320톤 통합처리  충남 서산시가 운영 중인 자원 순환형 바이오가스화시설이 행정안전부와 한국생산성본부가 공,neutral
1726,운영하는 가축,neutral
1727,청정축산환경대상 시상식에서 무진장축협의 초원흑돼지농장이 우수농가로 선정됐다고 ,positive
1727,이날 행사는 코로나19 여파로 시상,neutral
1728,시즌 연속 프로배구 타이틀스폰서로 나선다,neutral
1728,한국배구연맹(KOVO,neutral
1729,리플렛을 증정하고 ,neutral
1729,리플렛을 배포하며 한돈 다릿살 소비촉진에 나섰다,neutral
1729,한돈자조금은 매년 야외 축제를 개최했던 10월 1일,neutral
1730,공사에 착수했다고 ,neutral
1730,이번에 신축하는 실험실은 구제역 실험을 전담해 추진할 수 있어 ,neutral
1731,고유 유전자원으로 등재됐다고,positive
1732,축사 철거비 등 보상금을 요구하는 것으로 알려졌다,negative
1732,충남도와 홍성군은 사조농산이 폐업지원 대상시설이 아니어서,neutral
1733,사태로 청탁금지법상 농축수산 선물 상한액이 한시적으로 상향되면서 관련 추석 선물 매출이 급증한 것으로 나타났다,positive
1733,앞으로 계속 선물,neutral
1734,구제역 백신접종 청정국 지위 신청이 얼마 남지 않았다,neutral
1734,구제역 특별방역을 시행해 청정국 지위를 획득하고 축산물 수출길을 열겠다는 각오다,positive
1734,충북 청주 한우농장을 마지막으로 구제역이 발생하지 않고 ,neutral
1734,바이러스 전파 사례가 없어야 한다,neutral
1735,운영 하는등 현장지도를 강화하기로 했다,neutral
1735,농협은 구제역,neutral
1736,가축분뇨퇴비의 수분함량을 나타내는 함수율,neutral
1736,농업기술센터는 지난 3월 25일,neutral
1737,사이 전국 축산 악취 민원이 배나 증가한 것으로 나타났다,negative
1737,국회 농림축산식품해양수산위원회 더불어민주당 어기구,neutral
1738,정부의 수매도태 추진 방침이 또다시 논란을 불러일으키고 ,negative
1738,재입식 시기가 너무 막연한 상황에서 별다른 피해보상 대책도 제시되지 않다보니 지난 13일 현재 해당농장 대부분 거부의,negative
1739,회장 민동수)는 지난 6일 제2차 비대면 이사회를 갖고 ,neutral
1740,▲ 한돈자조금관리위원회가 다리살 ‘소비붐,neutral
1740,전개하고 있는 백종원 한돈홍보대사 포스터 인증샷 및 한돈비밀레그시피 리플릿 제공 이벤트도 그 일환이다,neutral
1740,사진은 다리살을 구매한 소비자가 레그시피를 전달받고 ,neutral
1740,시장변화에 고민하고 있는 정부와 양돈업계의 관심이 ‘균형소비,neutral
1740,양돈산업 실현을 기대하기 어렵다는 공감대가 형성되고 ,negative
1740,편중된 돼지고기 시장구조,neutral
1741,특단책 촉구양돈장 ASF가 1년만에 재발하면서 ,negative
1741,정부를 압박하는 목소리가 높아지고 ,negative
1741,야생멧돼지의 위협 속에서도 1년을 선방했다,positive
1741,우리들 입장에선 현장 방역수준이 A급이었다고 자신한다,positive
1741,정부가 요구하는 방역조건도 다 수용했다,neutral
1742,수매도태를 추진하고 ,negative
1742,양돈장의 ASF가 1년만에,neutral
1743,올해 한돈 삼겹 소비자 평균 가격이 10년간 가장 높은 것으로 나타났다,neutral
1743,최근 10년간 가격과 비,neutral
1744,한돈 육가공품 수출 금액이 지난해보다 3배 증가한 1천3백만불을 기록한 것으로 나타났다,positive
1744,농림축산식품부에 따르면 올 3분기까지 한돈 수출,neutral
1745,아프리카돼지열병) 예찰 강화를 위해 사육돼지에서 ASF 의심 증상 신고 시 포상금을 지급키로 했다,neutral
1745,농림축산식품부는 최근 ASF를 신고 포상금 지급 대상 가축 질,neutral
1746,한돈 생산량 증가에도 전년대비 돼지 값 강세는 지속되고 ,positive
1746,지난해보다 낮았던 돼지 값이 상승세로 돌아선 것은 코로나 19 여파가 본격화되면서,negative
1746,금년 한돈시장을 지난해와 비교,neutral
1746,출하 늘었어도 돈육 공급 감소,neutral
1746,감소했다,negative
1746,결과적으로,neutral
1747,확산을 막기 위해 17일부터 중점관리지역에 대한 돼지 이동 제한 조치를 강화한다,neutral
1747,이번 강화된 조치로 강원 남부 중점 관리지역은 예외 없이 돼지 반출입이 금지된다,neutral
1747,즉 종전에는 4개 권역 중점관리지역,neutral
1748,확산을 막기 위한 강화된 방역대책이 적용된다,neutral
1748,)를 사육중이다,neutral
1748,방역을 강화키로 했다,neutral
1748,대상 시군은 ,neutral
1749,환경관리 손길도 분주해지고 ,neutral
1749,중요하다고 입을 모으고 ,neutral
1749,환경관리 요령을 발표하며 양돈농가의 주의를 당부했다,neutral
1749,■목표 온도 낮과 밤 달라,neutral
1749,강하나 이는 좋지 않은 결과를 초래할 수 있다,negative
1749,환기량을 제한해야 한다,neutral
1749,생산성을 감소시킬 가능성이 높아진다,negative
1749,따라서 외,neutral
1750,향상올여름 양돈현장의 폭염 피해가 상대적으로 적었음을 뒷받침하는 분석 결과가 나왔다,neutral
1750,돈협회에 따르면 양돈전산프로그램 ‘한돈팜스’ 농가 성적을,positive
1751,후보돈 입식 자제 캠페인이 전개된다,neutral
1751,배려하자는 취지다,positive
1751,희생농가와 상생을 위한 후보,neutral
1752,전년 동월에 비해서도 하락했다,negative
1752,전보다 상위 등급 출현율이 떨어진 것은 올 들어 ,negative
1752,1등급 이상 출현율이 ,positive
1753,이후 최고치를 기록했다,positive
1753,증가했으며 지난해 동월 57만7천톤에 견줘서도 ,neutral
1754,49개 단지에 통제초소,neutral
1754,주기검사도전국의 양돈장 밀집지역에 대한 방역관리가 대폭 강화됐다,neutral
1754,중점방역관리지구 수준에 근접하는 관리가 이뤄진다,neutral
1754,관련기관에 시달했다,neutral
1754,이에 따르면 경기,neutral
1755,한돈장학생 선발이 추진되고 ,neutral
1755,즉 자조금을 재원으로 한 한돈장학생 선발 방안을 마련,neutral
1756,연도별 세계,neutral
1756,연속 감소한 세계 돼지고기 생산량이 내년 회복세에 접어들 것으로 전망됐다,negative
1756,이에 따라 급등세를 보였던 중국의 수입도 다소 줄 것으로 예측됐다,positive
1756,감소,negative
1756,내년에는 감소세를 끝내고 ,negative
1757,분기 연속 전년 대비 감소했다,negative
1757,만두대를 간신히 유지했다,negative
1757,늘었지만 ,neutral
1758,세계동물보건기구(OIE)가 밝혔다,neutral
1758,나라로 분류하고 여기에 북한,neutral
1759,정밀진단 체계에 이상 없는 것으로 확인됐다고 ,neutral
1759,사진은 지난 9월 ASF 정밀진단 이론 및 실습 교육 모습.,neutral
1759,진단역량에 이상이 없는 것으로 확인됐다,neutral
1759,농림축산검역본부(본부장 박봉균)는 9월 25일부터 10월 12일까지 시도,neutral
1760,권역 방역’이 한몫 한 것으로 나타났다,neutral
1760,방역망을 꼽았다,neutral
1760,발생한 이후 농식품부는 위기 단계를 ‘심각,negative
1760,중점관리지역은 △연천과 포천,neutral
1761,방역비 지원을 촉구했다,neutral
1761,접경지역시장군수협의회,neutral
1762,관리 일원화가 시급하다는 목소리가 높다,negative
1762,관리 일원화가 시급하다는 지적이다,negative
1762,환경보전보다는 방역에 집중해 강력한 야생멧돼지 관리 대책,neutral
1763,긴급 지원했다고 ,positive
1764,시설 정보 분석해 즉각적 언택트 농장관리 컨설팅 가능,positive
1764,축산 스마트팜 농장 구축에 박차를 가하고 ,positive
1764,양돈 생산성적은 분만사에서의 사양관리가 큰 영향을 미친다,neutral
1765,돼지 육질진단 초음파 진단기 올해 농식품부로부터 동물용 육질 초음파진단 사업 지정업체로 선정된 ㈜송강GLC(대표이사 김영철)가 돼지 육질진단,neutral
1766,양돈 농가들로부터 호평을 받고 ,positive
1766,차지했기 때문이다,neutral
1766,양돈 농가들로부터 널리,neutral
1767,소개와 각 지역부장의 성공사례가 공유됐다,positive
1767,이같은 내용의 교육을 진행했다고 밝혔다,neutral
1767,대한사료의 축종전,neutral
1768,종합식품기업으로서 역량을 집중한다는 비전을 밝혔다,positive
1768,고객 가치 창조’를 첫 번째로 내세우며,neutral
1768,종합식품기업으로서 역량을 집중한다는 비전을 밝혔다,neutral
1768,비전 선포식은 국내 경영진 일부가 참석한 가운데 온-오프라인으로 동시 진행했다,neutral
1768,줌 화상 프로그램을 통해 국내 사업부문과 글로,neutral
1769,역할을 수행할 시험검사동이 준공했다,neutral
1769,역할을 수행할 시험검사동을 준공하고,neutral
1770,도시락과 을 기부했다,positive
1770,카길애그리퓨리나 직원들이 기부할 도시락과 계란을 포장하고 ,neutral
1770,세계 식량의 날’을 맞아 사회취약계층에 도시락과 계란을 지원하,positive
1771,정밀검사를 실시한 결과 모두 음성판정을 받았다,neutral
1771,주인 점을 감안해 이달 23일부터 경기북부 양돈농가 243곳을 대,neutral
1772,하반기쯤에야 상용화될 것이라는 전망이 나왔다,neutral
1772,그때까지는 야생멧돼지 관리가 무엇보다 중요하다고 지적했다,neutral
1772,야생멧돼지 관리’가 관건이라고 입을 모았다,neutral
1772,야생멧돼지에선 매달 꾸준히 확진 사례가 나오고 ,negative
1772,동안 매달 100건이 넘었고 ,neutral
1773,▲ 한돈자조금은 10월부터 11월 말까지 참여할 수 있는 ,neutral
1773,해당 정육점에서 촬영하는 한돈 구매 인증샷이 지역 소비자들의 큰 호응을 얻고 ,positive
1773,자조금관리위원회는 한돈데이가 있는 10월을 맞아 ‘올해는 10월 착,neutral
1774,농협과 하림그룹이 국내 축산업 발전과 경쟁력 강화를 위해 업무협약을 체결했다,neutral
1774,다각적으로 협력분야를 확대하기로 했다,positive
1774,농협과 하림은 지난 22일 ‘축산업 경쟁력 강화 및 사업 시너지 제고,positive
1775,그치고 ,negative
1775,목표 달성에 실패한 것으로 보인다,negative
1775,농진청 골든씨드 프로젝트 식량사업단과 종축사업단의 2021년까지 수출목표는,neutral
1776,환경친화형 축산 실현을 위한 축산발전 방향에 대해 논의했다,neutral
1776,당부했다,neutral
1776,이날 전남도청 서재필실에서 가진 간담회는 도내 1,neutral
1777,자랑스런 농식품기업’으로 선정돼 시상식을 가졌다,neutral
1777,농협은행 충북영업본부는 지난 20일 ㈜다비육종(공동대표 윤희,neutral
1778,수도권 지역보다 초미세먼지 농도가 높은 것으로 조사됐다,negative
1778,보고서에서 이같이 지적했다,neutral
1778,㎥를 초과했다,negative
1778,초미세먼지 ‘나쁨,negative
1779,돼지 사육마릿수가 지난해 같은 기간보다는 감소했고 ,neutral
1779,분기 가축동향조사 결과에 따르면 3분기 돼지 사육마릿수는 1136만5000마리로 전년동기대비 ,neutral
1780,농가 방역 정책이 과도하다며,neutral
1780,완화를 요청했다,negative
1780,우선 협회는 정부가 이동제한 기간을 ‘별도 조치시,neutral
1781,분기 연속 전년 대비 감소했다,negative
1781,만두대를 간신히 유지했다,negative
1781,늘었지만 ,neutral
1782,정밀검사 결과 모두 음성으로 나왔다,neutral
1782,실시한 결과모두 음성으로 확인되었다고 ,neutral
1782,또한 10월 25일,neutral
1783,올 겨울 추위가 평년 수준으로 전망됐다,neutral
1783,양돈장 피해는 예년보다 줄 것으로 분석되고 ,negative
1783,도로 예년과 비슷하고,neutral
1784,돈육부문 브랜드 대상을 수상했다,neutral
1784,도드람양돈농협이 최근 서울 신라호텔 다이너스티홀에서 진행된 ,neutral
1785,추진되기 보다는 행정 편의주의적이라는 목소리가 높아지고 ,negative
1785,근거에 입각한 방역 강화를 주문하면서 농가 중심의 규제를 완화해야 한다는 주장이다,neutral
1785,수의사 등 각계 전문가들을 초청한 가운데 ASF 방역 대책 자문 회의를 개최했다,neutral
1785,정책이라고 비판하며,negative
1785,이날 정,neutral
1786,운영 재개 현실적 불가,negative
1786,검정소<사진>가 존폐의 기로에 서,neutral
1786,중단된 검정소 운영 재개 자체가 불투명하게 됐기 때문이다,negative
1786,출품이 전면 중단됐다,neutral
1786,이동제한 조치에 묶이게 된 것,neutral
1786,마리의 돼지도 남아있지 않다,neutral
1787,올해의 자랑스런 농식품기업으로 선정됐다,positive
1787,올해로 7회째를 맞은 자랑스런 농식품기업상은,positive
1788,역학 대상 양돈장들의 가축분뇨 처리에 다소 숨통이 트이게 됐다,positive
1788,재발과 함께 가축분뇨 반출 중단 조치가 내려진 화천지역 12개 농가와 역학 대상 46개 농가에,negative
1789,오재곤 대표 재곤 성산종돈장 대표와 정현규 도드람양돈연구소장이 올해 한국양돈대상 수상자로 선정됐다,neutral
1789,회장 김태봉)는 지난 21일 온라인으로 개최된,neutral
1790,관심이 높아지고 ,neutral
1790,심의를 거쳐 지정된다,neutral
1790,농림축산식품부는 이에 따,neutral
1791,이익잉여금 대폭 낮춰잡아,positive
1791,정부 지원도 감소내년도 한돈자조금사업규모가 327억8천만원 수준이 될 전망이다,neutral
1791,세출안을 원안 의결했다,neutral
1791,화상으로 진행된 이날 회의에서 통과된 내년도 한돈자조금 예,neutral
1792,있는 가운데 한돈 소비 경로도 변화되면서 ,neutral
1792,소비자들의 요구가 거세질 것으로 분석됐다,neutral
1792,산업의 대응 전략’이라는 주제로 제39회 전국 양돈세미나를 유튜브 생중계로 개최했다,neutral
1792,이날 세미나에서는 돈육 유통 시장 변화 및 축산물 소비행,neutral
1793,감소한 328억여원으로 책정됐다,negative
1793,관리위원회를 개최하고 내년 예산(안) 및 올해 한돈자조,neutral
1794,축산환경 규제가 꾸준히 강화되고 ,neutral
1794,일부 구조적인 문제점을 안고 ,negative
1794,양축현장의 혼란과 함께 일선 지자체의 무차별 축산규제가 이뤄지는 배경이 되기도 한다,negative
1794,돈협회는 법무법인 태평양에 의뢰한 법리해석 결과를 토대로 논란이 되고 ,negative
1794,내용을 이해하기 쉽게 풀어,neutral
1794,가분법도 가능,neutral
1794,일부 지역에서는 가축분뇨의 관리 및 이용에 따른 법률,neutral
1795,등지방 두께가 증가하는 방향으로 개량되고 있어 귀추가 주목되고 ,neutral
1795,두로 전년 동기간 대비 두 향상됐다,positive
1795,매해 꾸준히,neutral
1796,10월 돼지 값이 평균 4천원대를 형성할,neutral
1796,이대로라면 10월 돼지 값으로는 6년만에 최고치 달성도 가능한 수준이다,negative
1796,그러나 막판 뒷심 부족으로 돼지 값이 지속 하락,negative
1796,돈가가 걱정되고 ,negative
1796,초반대 와는 거리가 먼 강세를 형성,neutral
1797,지자체 공무원 및 사료산업 종사자들을 대상으로 ,neutral
1797,안전성 교육’을 개최했다,neutral
1797,이번 교육은 사료의 품질향상과 안전성 제고를 통해 위생적,positive
1798,차단 방역 차원에서 멧돼지를 무제한 포획한다,neutral
1798,최근 도는 야생 멧돼지 진공화 계획의 일환으로 전국서 처음으로 광역자치단체 주관으로 5개 시군 통합 광역 수렵장을 운영키로 했다,neutral
1798,이는 야생 멧돼지에서 ASF가,neutral
1799,가량 줄었다,neutral
1799,예상보다는 선전했다,positive
1799,가량 적은,neutral
1799,물량이 출하됐다,neutral
1799,월초 추석 연휴 영향이 크다,neutral
1799,출하는 줄었지만 10월말로 보면 1천,neutral
1800,분기 연속 전년 동기보다 줄었지만 ,neutral
1800,분기 가축사육동향 조사 결과에 따르면 9월 기준 전국 돼지 사육두수는 1천136만,neutral
1801,항원 검출 진행과 유사하게 진행되고 ,neutral
1801,중부 내륙까지 확산되면서 ,negative
1801,강원 이외 지역에서도 발생 위기감이 고조될 수 있을 것으로 우려가 제기되고 ,negative
1801,중앙사고수습본부에 따르면 야생멧돼지는 지난해 10월 철원군 원남면 진현리에서 최,neutral
1802,캠페인에 축산업계 인사들의 참여가 이어지고 ,neutral
1802,최근 이영희 축산환경관리원장이 조기원 식품안전관리인증원장의 지목을 받아 ,neutral
1803,치밀한 사전기획 성과,positive
1803,뒷다리살 홍보사업이 대박을 터트리고 ,positive
1803,틱톡 한돈착착챌린지,neutral
1803,챌린지 폐이지 조회수는 무려 1천700만건에 달하고 ,positive
1803,우리 국민 3명중에,neutral
1804,모두가 힘든 시기에 큰 상을 주셔서 깊은 감사를 드린다,positive
1804,올해 양돈대상 수상 소감을 밝혔다,positive
1804,한번 강조했다,neutral
1804,마을이장과 영농회장직을 맡으면서,neutral
1805,행정처분이 오는 21년 3월로 다가오고 ,neutral
1805,위반으로 판정되면 어떤 처벌을 받을까,negative
1805,아연 등 중금속 위반과 소의 경우 염도 초과도 같은 처벌을 받는다,negative
1805,처벌기준이 이상하다,negative
1805,이하의 벌금에 처할 수 있도록 하고 ,negative
1806,  아프리카돼지열병(ASF)이 발생했다,negative
1806,방역대를 전국으로 확대하는 등 보다 강력해진 조치를 잇달아 내놓고 ,negative
1806,조기에 근절하겠다는 의지를 분명히 한 것이다,neutral
1806,반면,neutral
1806,야생멧돼지로부터 전파됐음을 뒷받침할 과학적 근거가 부족하다는 논리도 이번 화천 양돈장의 사례를 계기로 더 이상 통하지 않게 됐다,negative
1806,야생멧돼지의 ASF에 대해 일찌감치 중장기 관리대책으로 가닥을 잡은 환경,neutral
1807,후보돈 확보 방법 무관 필히 순치 거쳐야최근 후보돈을 자체선발 하는 양돈농가들이 점차 증가하고 ,neutral
1807,일부 농가들은 외부구입이 아니라는 이유로 순치과정을 거치지 않고 있어 낭패를 볼 가능,negative
1808,  종돈개량을 위한 MOU,neutral
1808,농업회사법인 한종경 주식회사)에 따라 유기적인 협조,neutral
1809,사업이 의미있는 결실을 맺고 ,positive
1809,도드람양돈농협의 본래순대 자활근로사업 매장 가운데 영월점과 이천터미널점,neutral
1810,돼지가격의 회복세가 점쳐지고 ,neutral
1810,약 2주간 3천원대를 벗어나지 못하고 ,negative
1810,시장수요 감소와 월말,neutral
1811,꾸러미 드라이브스루 특별할인행사가 큰 인기를 모,positive
1812,내년 우리 양돈업에 중국발(發) 악재의 그림자가 드리고 ,negative
1812,최근 중국의 양돈산업이,neutral
1812,있는 변화의 조짐들이 하나 같이 우리 양돈업에는 독이 될 위험이 있어서다,negative
1812,값에 부담이 될 수 있는 수입량의 증가 가능성이 그 중 하나다,negative
1812,발생과 그에 따른 여파는 19~20년 세계 양돈시장 최대 변수였다,neutral
1812,무엇보다 한국 입장에서는 수입물량 감소의 가장 큰 원인이 중국에 있었다,negative
1812,일본과 같은 주요 수입국들은 상대적으로 수입물량이 줄었다,neutral
1812,그랬던 중국의 양돈산업이 최근 다른 국면으로 접어들고 ,neutral
1812,위안으로 그리고 10월 43위안으로 두 달째 하락했다,negative
1812,돼지 값이 오르는 중추절이나 국경절에도 돈가 상승 없이 하락,negative
1813,돼지고기 수입량이 2만톤 이하를 기록했다,neutral
1813,이후 가장 적은 물량이다,neutral
1813,각각 줄었다,neutral
1813,수입물량이 2만톤을 넘지 않은 것은 지난 17년 10월,neutral
1814,원달러 환율이 빠르게 하락하고 ,negative
1814,이 같은 원화 강세가 이어질 것으로 전망되면서 ,positive
1814,환율 하락 시 우선 우려되는 것은 돼지고기 수입량 증가 가능성이다,negative
1814,거래를 마쳤다,neutral
1814,이후 가장 낮은 수준이다,negative
1814,환율 하락세는 지난 9월 25일 이후 본격화됐다,negative
1814,선호도가 높아진 것이 달러화 약세의 원인으로 지목되고,negative
1815,경제 불황에서는 돼지고기가 사랑받는다,positive
1815,경제 위기 때였던 것으로 분석됐다,negative
1815,자료를 이용해 가계의 주요 먹거리 소비지출 추이를 분석했다,neutral
1815,그 결과 90,neutral
1816,감소했다,negative
1816,울타리 내 지역의 야생멧돼지 개체 수 현황을 조사한 결과 ASF 발생 전인 지,neutral
1817,전국의 주요 대형마트에서 보쌈용 한돈 다릿살을 할인 판매한다고 ,positive
1817,이번 할인행사는 한돈자조금의 하반기 홍보 기조인 다릿살 소비 촉진에 초,neutral
1818,전세계가 동참해달라고 호소했다,negative
1818,총회에서 글로벌 대응계획 마련에 착수했다,neutral
1819,손종서 부회장이 국민훈장 동백장을 수상했다고 ,positive
1820,업무협약을 체결했다,neutral
1820,한종협)와 한국종돈업,neutral
1821,재발로 중단됐던 피해농가 재입식 재개 시기가 곧 결정될 전망이다,neutral
1821,바이러스가 검출된 뒤 20여일이 지나,neutral
1822,재정부담이 농가에 전가되고 ,negative
1822,강화군 돼지 살처분 농가의 지원 방안을 마련해야 한다,neutral
1822,인천시의회 본회의 발언을 통해 “강,neutral
1823,올해 포획한 야생멧돼지가 1만 마리를 넘은 것으로 집계됐다,neutral
1823,마리의 야생멧돼지를 포획했다고 ,neutral
1823,ASF는 지난해 9월 17일 파주 연다산동에,neutral
1824,누에를 이용한 이유자돈 설사와 부종병 저감제 생산 기술,neutral
1824,부종,negative
1825,농가를 대상으로 주 1회 점검을 실시한다고 ,neutral
1825,충남도에 따르면 현재 남은 음식물 사료는 지난해 7월부터 시행 중인,neutral
1826,이상을 돌파하며 주목을 받고 ,positive
1826,농가의 어려움을 즐거운 마음으로 극복하고자 1020 MZ세대 대상 펀마케팅 일환으로 시작됐다,positive
1827,비상경영대책위원회를 개최했다,neutral
1827,중국이 옥수수와 대두를 대량 수입하기 시작함으로써 촉발시킨 국제원료가격 급등세가 진정될 기미가 보이지 않고 ,negative
1827,일반 사료업체들과는 차별화된 위기대응방법으로 원가 충격을 완화시키기 위해 노력하고 ,positive
1827,단기간 내 상승으로는 유례가 없을 정도의 폭발적 오름세다,positive
1827,톤 수준이었으나 내,neutral
1828,한국양돈수의사회 신임 회장에 고상억 발라드동물병원 원장이 당선됐다,neutral
1828,센터에서 개최된 정,neutral
1829,글로벌 리더십 내재화통한 조직문화 구축 전략 심화교육글로벌 환경에 적합하고 ,neutral
1829,선진 VIL 프로그램은 각 해외 법인의 임원급,neutral
1830,단축 국산 구제역 백신의 생산성 향상 기술이 개발됐다,positive
1830,경제적으로 생산하는 방법을 개발했다고 ,positive
1830,검역본부에 따르면 구제역 백신 항원 생산공정에서는,neutral
1831,채 구제역 예방접종을 했다는 허위서류를 제출한 공수의에게 접종비를 부당지급한 사실이 경기도 감사에 적발됐다,negative
1831,최근 경기도에 따르면 지난 7월 6일부터 21일까지 1,neutral
1832,실시간 조회가 가능해졌다,neutral
1832,출하물량 예측 등 수급 조절에 크게 활용될 것으로,neutral
1833,설치해 냉방과 습기제거까지 제거해 쾌적한 돈사 환경을  주고 ,positive
1833,분만 모돈의 재귀발정률도 향상된 것으로 나타났다,positive
1833,시스웍스에서 생산한 분리형 냉방기를 설치한 이후 혹서기에도,neutral
1834,전북 남원시는 자원순환농업 활성화와 자연환경보전을 위해 ,positive
1834,전북 남원시는 자원순환농업 활성화와 자연환경보전을 위해 ‘가축분뇨 액비화사업,positive
1835,환경부 소속 국립야생동물질병관리원은 광주광역시 광산구 삼거동에 청사를 개원했다,neutral
1835,기관이 출범한다,neutral
1835,환경부 소속 국립야생동물질병관리원(질병관리원,neutral
1836,탐나오’에 입점했다고 ,neutral
1836,제주양돈농협은 코로,neutral
1837,정부의 암모니아 규제에 브레이크가 걸렸다,negative
1837,정세균 국무총리와의 목요대화에 참석해 축산현안에 대해 건의한,neutral
1838,목표 달성에 난관이 예상되고 ,negative
1838,양돈분뇨가 배출되고 ,neutral
1838,액비로 생산해 살포하고 ,neutral
1839,가축다양성정보시스템에 등재됐다,neutral
1840,상황근무 유지신속 복구지원위해 가축재해보험 적극 가입 충북도는 올 겨울 기온이 큰 폭으로 떨어질 것으로 예상됨에 따라 화재피해 발생 최소화를 위해 이달부터 내년 2월까지를 동절기 축산농가 화재예방 중점대책 기간으로 정하고 ,positive
1841,온도 감지기 위치별로 여러개 배치축사외부에도 설치해 주기적 점검,negative
1841,난방 관리를 당부했다,neutral
1841,평년과 비슷한 수준을 보일 것으로 내다봤다,neutral
1842,피해농가들의 재입식을 허용해야 한다는 목소리가 높아지고 ,negative
1842,마지막 살처분 대상가축에 대한 살처분이 끝나는 날부터,neutral
1843,경기?,neutral
1843,이동하는 모든 모돈은 출하 전에 ASF 검사를 받아야한다,neutral
1843,정밀 검사를 강화키로 했다,neutral
1843,이에 따라 접경지역 14개 시군,neutral
1844,양돈과 축우 부문의 축종별 히어로즈 콘테스트 개최했다,neutral
1844,양돈과 축우 부문의 축종별 히어로즈 콘테스트 개최했다,neutral
1844,이범권 총괄사장을 포함한 최소한 인원이 참석,neutral
1845,축산업계로 불똥이 틔고 ,negative
1845,대기오염물질의 배출허용기준 대상 시설에 가축분뇨 퇴액비 시설을 포함하는 것을 골자로 한 ,neutral
